D,EDD_order,P,SPT_order,d_by_rank,d_multiset,instance_id,n,p_by_rank,tau_den,tau_num
15,"[2,3,4,1]",10,"[1,2,3,4]","[9,1,2,3]","[1,2,3,9]",n4_o006_r0199,4,"[1,2,3,4]",8,5
15,"[2,4,3,1]",10,"[1,2,3,4]","[9,1,3,2]","[1,2,3,9]",n4_o006_r0200,4,"[1,2,3,4]",8,5
15,"[3,2,4,1]",10,"[1,2,3,4]","[9,2,1,3]","[1,2,3,9]",n4_o006_r0201,4,"[1,2,3,4]",8,5
15,"[4,2,3,1]",10,"[1,2,3,4]","[9,2,3,1]","[1,2,3,9]",n4_o006_r0202,4,"[1,2,3,4]",8,5
15,"[3,4,2,1]",10,"[1,2,3,4]","[9,3,1,2]","[1,2,3,9]",n4_o006_r0203,4,"[1,2,3,4]",8,5
15,"[4,3,2,1]",10,"[1,2,3,4]","[9,3,2,1]","[1,2,3,9]",n4_o006_r0204,4,"[1,2,3,4]",8,5
12,"[1,2,3,4]",10,"[1,2,3,4]","[1,2,4,5]","[1,2,4,5]",n4_o007_r0205,4,"[1,2,3,4]",10,7
12,"[1,2,4,3]",10,"[1,2,3,4]","[1,2,5,4]","[1,2,4,5]",n4_o007_r0206,4,"[1,2,3,4]",10,7
12,"[1,3,2,4]",10,"[1,2,3,4]","[1,4,2,5]","[1,2,4,5]",n4_o007_r0207,4,"[1,2,3,4]",10,7
12,"[1,4,2,3]",10,"[1,2,3,4]","[1,4,5,2]","[1,2,4,5]",n4_o007_r0208,4,"[1,2,3,4]",10,7
12,"[1,3,4,2]",10,"[1,2,3,4]","[1,5,2,4]","[1,2,4,5]",n4_o007_r0209,4,"[1,2,3,4]",10,7
12,"[1,4,3,2]",10,"[1,2,3,4]","[1,5,4,2]","[1,2,4,5]",n4_o007_r0210,4,"[1,2,3,4]",10,7
12,"[2,1,3,4]",10,"[1,2,3,4]","[2,1,4,5]","[1,2,4,5]",n4_o007_r0211,4,"[1,2,3,4]",10,7
12,"[2,1,4,3]",10,"[1,2,3,4]","[2,1,5,4]","[1,2,4,5]",n4_o007_r0212,4,"[1,2,3,4]",10,7
12,"[3,1,2,4]",10,"[1,2,3,4]","[2,4,1,5]","[1,2,4,5]",n4_o007_r0213,4,"[1,2,3,4]",10,7
12,"[4,1,2,3]",10,"[1,2,3,4]","[2,4,5,1]","[1,2,4,5]",n4_o007_r0214,4,"[1,2,3,4]",10,7
12,"[3,1,4,2]",10,"[1,2,3,4]","[2,5,1,4]","[1,2,4,5]",n4_o007_r0215,4,"[1,2,3,4]",10,7
12,"[4,1,3,2]",10,"[1,2,3,4]","[2,5,4,1]","[1,2,4,5]",n4_o007_r0216,4,"[1,2,3,4]",10,7
12,"[2,3,1,4]",10,"[1,2,3,4]","[4,1,2,5]","[1,2,4,5]",n4_o007_r0217,4,"[1,2,3,4]",10,7
12,"[2,4,1,3]",10,"[1,2,3,4]","[4,1,5,2]","[1,2,4,5]",n4_o007_r0218,4,"[1,2,3,4]",10,7
12,"[3,2,1,4]",10,"[1,2,3,4]","[4,2,1,5]","[1,2,4,5]",n4_o007_r0219,4,"[1,2,3,4]",10,7
12,"[4,2,1,3]",10,"[1,2,3,4]","[4,2,5,1]","[1,2,4,5]",n4_o007_r0220,4,"[1,2,3,4]",10,7
12,"[3,4,1,2]",10,"[1,2,3,4]","[4,5,1,2]","[1,2,4,5]",n4_o007_r0221,4,"[1,2,3,4]",10,7
12,"[4,3,1,2]",10,"[1,2,3,4]","[4,5,2,1]","[1,2,4,5]",n4_o007_r0222,4,"[1,2,3,4]",10,7
12,"[2,3,4,1]",10,"[1,2,3,4]","[5,1,2,4]","[1,2,4,5]",n4_o007_r0223,4,"[1,2,3,4]",10,7
12,"[2,4,3,1]",10,"[1,2,3,4]","[5,1,4,2]","[1,2,4,5]",n4_o007_r0224,4,"[1,2,3,4]",10,7
12,"[3,2,4,1]",10,"[1,2,3,4]","[5,2,1,4]","[1,2,4,5]",n4_o007_r0225,4,"[1,2,3,4]",10,7
12,"[4,2,3,1]",10,"[1,2,3,4]","[5,2,4,1]","[1,2,4,5]",n4_o007_r0226,4,"[1,2,3,4]",10,7
12,"[3,4,2,1]",10,"[1,2,3,4]","[5,4,1,2]","[1,2,4,5]",n4_o007_r0227,4,"[1,2,3,4]",10,7
12,"[4,3,2,1]",10,"[1,2,3,4]","[5,4,2,1]","[1,2,4,5]",n4_o007_r0228,4,"[1,2,3,4]",10,7
13,"[1,2,3,4]",10,"[1,2,3,4]","[1,2,4,6]","[1,2,4,6]",n4_o008_r0229,4,"[1,2,3,4]",40,27
13,"[1,2,4,3]",10,"[1,2,3,4]","[1,2,6,4]","[1,2,4,6]",n4_o008_r0230,4,"[1,2,3,4]",40,27
13,"[1,3,2,4]",10,"[1,2,3,4]","[1,4,2,6]","[1,2,4,6]",n4_o008_r0231,4,"[1,2,3,4]",40,27
13,"[1,4,2,3]",10,"[1,2,3,4]","[1,4,6,2]","[1,2,4,6]",n4_o008_r0232,4,"[1,2,3,4]",40,27
13,"[1,3,4,2]",10,"[1,2,3,4]","[1,6,2,4]","[1,2,4,6]",n4_o008_r0233,4,"[1,2,3,4]",40,27
13,"[1,4,3,2]",10,"[1,2,3,4]","[1,6,4,2]","[1,2,4,6]",n4_o008_r0234,4,"[1,2,3,4]",40,27
13,"[2,1,3,4]",10,"[1,2,3,4]","[2,1,4,6]","[1,2,4,6]",n4_o008_r0235,4,"[1,2,3,4]",40,27
13,"[2,1,4,3]",10,"[1,2,3,4]","[2,1,6,4]","[1,2,4,6]",n4_o008_r0236,4,"[1,2,3,4]",40,27
13,"[3,1,2,4]",10,"[1,2,3,4]","[2,4,1,6]","[1,2,4,6]",n4_o008_r0237,4,"[1,2,3,4]",40,27
13,"[4,1,2,3]",10,"[1,2,3,4]","[2,4,6,1]","[1,2,4,6]",n4_o008_r0238,4,"[1,2,3,4]",40,27
13,"[3,1,4,2]",10,"[1,2,3,4]","[2,6,1,4]","[1,2,4,6]",n4_o008_r0239,4,"[1,2,3,4]",40,27
13,"[4,1,3,2]",10,"[1,2,3,4]","[2,6,4,1]","[1,2,4,6]",n4_o008_r0240,4,"[1,2,3,4]",40,27
13,"[2,3,1,4]",10,"[1,2,3,4]","[4,1,2,6]","[1,2,4,6]",n4_o008_r0241,4,"[1,2,3,4]",40,27
13,"[2,4,1,3]",10,"[1,2,3,4]","[4,1,6,2]","[1,2,4,6]",n4_o008_r0242,4,"[1,2,3,4]",40,27
13,"[3,2,1,4]",10,"[1,2,3,4]","[4,2,1,6]","[1,2,4,6]",n4_o008_r0243,4,"[1,2,3,4]",40,27
13,"[4,2,1,3]",10,"[1,2,3,4]","[4,2,6,1]","[1,2,4,6]",n4_o008_r0244,4,"[1,2,3,4]",40,27
13,"[3,4,1,2]",10,"[1,2,3,4]","[4,6,1,2]","[1,2,4,6]",n4_o008_r0245,4,"[1,2,3,4]",40,27
13,"[4,3,1,2]",10,"[1,2,3,4]","[4,6,2,1]","[1,2,4,6]",n4_o008_r0246,4,"[1,2,3,4]",40,27
13,"[2,3,4,1]",10,"[1,2,3,4]","[6,1,2,4]","[1,2,4,6]",n4_o008_r0247,4,"[1,2,3,4]",40,27
13,"[2,4,3,1]",10,"[1,2,3,4]","[6,1,4,2]","[1,2,4,6]",n4_o008_r0248,4,"[1,2,3,4]",40,27
13,"[3,2,4,1]",10,"[1,2,3,4]","[6,2,1,4]","[1,2,4,6]",n4_o008_r0249,4,"[1,2,3,4]",40,27
13,"[4,2,3,1]",10,"[1,2,3,4]","[6,2,4,1]","[1,2,4,6]",n4_o008_r0250,4,"[1,2,3,4]",40,27
13,"[3,4,2,1]",10,"[1,2,3,4]","[6,4,1,2]","[1,2,4,6]",n4_o008_r0251,4,"[1,2,3,4]",40,27
13,"[4,3,2,1]",10,"[1,2,3,4]","[6,4,2,1]","[1,2,4,6]",n4_o008_r0252,4,"[1,2,3,4]",40,27
14,"[1,2,3,4]",10,"[1,2,3,4]","[1,2,4,7]","[1,2,4,7]",n4_o009_r0253,4,"[1,2,3,4]",20,13
14,"[1,2,4,3]",10,"[1,2,3,4]","[1,2,7,4]","[1,2,4,7]",n4_o009_r0254,4,"[1,2,3,4]",20,13
14,"[1,3,2,4]",10,"[1,2,3,4]","[1,4,2,7]","[1,2,4,7]",n4_o009_r0255,4,"[1,2,3,4]",20,13
14,"[1,4,2,3]",10,"[1,2,3,4]","[1,4,7,2]","[1,2,4,7]",n4_o009_r0256,4,"[1,2,3,4]",20,13
14,"[1,3,4,2]",10,"[1,2,3,4]","[1,7,2,4]","[1,2,4,7]",n4_o009_r0257,4,"[1,2,3,4]",20,13
14,"[1,4,3,2]",10,"[1,2,3,4]","[1,7,4,2]","[1,2,4,7]",n4_o009_r0258,4,"[1,2,3,4]",20,13
14,"[2,1,3,4]",10,"[1,2,3,4]","[2,1,4,7]","[1,2,4,7]",n4_o009_r0259,4,"[1,2,3,4]",20,13
14,"[2,1,4,3]",10,"[1,2,3,4]","[2,1,7,4]","[1,2,4,7]",n4_o009_r0260,4,"[1,2,3,4]",20,13
14,"[3,1,2,4]",10,"[1,2,3,4]","[2,4,1,7]","[1,2,4,7]",n4_o009_r0261,4,"[1,2,3,4]",20,13
14,"[4,1,2,3]",10,"[1,2,3,4]","[2,4,7,1]","[1,2,4,7]",n4_o009_r0262,4,"[1,2,3,4]",20,13
14,"[3,1,4,2]",10,"[1,2,3,4]","[2,7,1,4]","[1,2,4,7]",n4_o009_r0263,4,"[1,2,3,4]",20,13
14,"[4,1,3,2]",10,"[1,2,3,4]","[2,7,4,1]","[1,2,4,7]",n4_o009_r0264,4,"[1,2,3,4]",20,13
14,"[2,3,1,4]",10,"[1,2,3,4]","[4,1,2,7]","[1,2,4,7]",n4_o009_r0265,4,"[1,2,3,4]",20,13
14,"[2,4,1,3]",10,"[1,2,3,4]","[4,1,7,2]","[1,2,4,7]",n4_o009_r0266,4,"[1,2,3,4]",20,13
14,"[3,2,1,4]",10,"[1,2,3,4]","[4,2,1,7]","[1,2,4,7]",n4_o009_r0267,4,"[1,2,3,4]",20,13
14,"[4,2,1,3]",10,"[1,2,3,4]","[4,2,7,1]","[1,2,4,7]",n4_o009_r0268,4,"[1,2,3,4]",20,13
14,"[3,4,1,2]",10,"[1,2,3,4]","[4,7,1,2]","[1,2,4,7]",n4_o009_r0269,4,"[1,2,3,4]",20,13
14,"[4,3,1,2]",10,"[1,2,3,4]","[4,7,2,1]","[1,2,4,7]",n4_o009_r0270,4,"[1,2,3,4]",20,13
14,"[2,3,4,1]",10,"[1,2,3,4]","[7,1,2,4]","[1,2,4,7]",n4_o009_r0271,4,"[1,2,3,4]",20,13
14,"[2,4,3,1]",10,"[1,2,3,4]","[7,1,4,2]","[1,2,4,7]",n4_o009_r0272,4,"[1,2,3,4]",20,13
14,"[3,2,4,1]",10,"[1,2,3,4]","[7,2,1,4]","[1,2,4,7]",n4_o009_r0273,4,"[1,2,3,4]",20,13
14,"[4,2,3,1]",10,"[1,2,3,4]","[7,2,4,1]","[1,2,4,7]",n4_o009_r0274,4,"[1,2,3,4]",20,13
14,"[3,4,2,1]",10,"[1,2,3,4]","[7,4,1,2]","[1,2,4,7]",n4_o009_r0275,4,"[1,2,3,4]",20,13
14,"[4,3,2,1]",10,"[1,2,3,4]","[7,4,2,1]","[1,2,4,7]",n4_o009_r0276,4,"[1,2,3,4]",20,13
15,"[1,2,3,4]",10,"[1,2,3,4]","[1,2,4,8]","[1,2,4,8]",n4_o010_r0277,4,"[1,2,3,4]",8,5
15,"[1,2,4,3]",10,"[1,2,3,4]","[1,2,8,4]","[1,2,4,8]",n4_o010_r0278,4,"[1,2,3,4]",8,5
15,"[1,3,2,4]",10,"[1,2,3,4]","[1,4,2,8]","[1,2,4,8]",n4_o010_r0279,4,"[1,2,3,4]",8,5
15,"[1,4,2,3]",10,"[1,2,3,4]","[1,4,8,2]","[1,2,4,8]",n4_o010_r0280,4,"[1,2,3,4]",8,5
15,"[1,3,4,2]",10,"[1,2,3,4]","[1,8,2,4]","[1,2,4,8]",n4_o010_r0281,4,"[1,2,3,4]",8,5
15,"[1,4,3,2]",10,"[1,2,3,4]","[1,8,4,2]","[1,2,4,8]",n4_o010_r0282,4,"[1,2,3,4]",8,5
15,"[2,1,3,4]",10,"[1,2,3,4]","[2,1,4,8]","[1,2,4,8]",n4_o010_r0283,4,"[1,2,3,4]",8,5
15,"[2,1,4,3]",10,"[1,2,3,4]","[2,1,8,4]","[1,2,4,8]",n4_o010_r0284,4,"[1,2,3,4]",8,5
15,"[3,1,2,4]",10,"[1,2,3,4]","[2,4,1,8]","[1,2,4,8]",n4_o010_r0285,4,"[1,2,3,4]",8,5
15,"[4,1,2,3]",10,"[1,2,3,4]","[2,4,8,1]","[1,2,4,8]",n4_o010_r0286,4,"[1,2,3,4]",8,5
15,"[3,1,4,2]",10,"[1,2,3,4]","[2,8,1,4]","[1,2,4,8]",n4_o010_r0287,4,"[1,2,3,4]",8,5
15,"[4,1,3,2]",10,"[1,2,3,4]","[2,8,4,1]","[1,2,4,8]",n4_o010_r0288,4,"[1,2,3,4]",8,5
15,"[2,3,1,4]",10,"[1,2,3,4]","[4,1,2,8]","[1,2,4,8]",n4_o010_r0289,4,"[1,2,3,4]",8,5
15,"[2,4,1,3]",10,"[1,2,3,4]","[4,1,8,2]","[1,2,4,8]",n4_o010_r0290,4,"[1,2,3,4]",8,5
15,"[3,2,1,4]",10,"[1,2,3,4]","[4,2,1,8]","[1,2,4,8]",n4_o010_r0291,4,"[1,2,3,4]",8,5
15,"[4,2,1,3]",10,"[1,2,3,4]","[4,2,8,1]","[1,2,4,8]",n4_o010_r0292,4,"[1,2,3,4]",8,5
15,"[3,4,1,2]",10,"[1,2,3,4]","[4,8,1,2]","[1,2,4,8]",n4_o010_r0293,4,"[1,2,3,4]",8,5
15,"[4,3,1,2]",10,"[1,2,3,4]","[4,8,2,1]","[1,2,4,8]",n4_o010_r0294,4,"[1,2,3,4]",8,5
15,"[2,3,4,1]",10,"[1,2,3,4]","[8,1,2,4]","[1,2,4,8]",n4_o010_r0295,4,"[1,2,3,4]",8,5
15,"[2,4,3,1]",10,"[1,2,3,4]","[8,1,4,2]","[1,2,4,8]",n4_o010_r0296,4,"[1,2,3,4]",8,5
15,"[3,2,4,1]",10,"[1,2,3,4]","[8,2,1,4]","[1,2,4,8]",n4_o010_r0297,4,"[1,2,3,4]",8,5
15,"[4,2,3,1]",10,"[1,2,3,4]","[8,2,4,1]","[1,2,4,8]",n4_o010_r0298,4,"[1,2,3,4]",8,5
15,"[3,4,2,1]",10,"[1,2,3,4]","[8,4,1,2]","[1,2,4,8]",n4_o010_r0299,4,"[1,2,3,4]",8,5
15,"[4,3,2,1]",10,"[1,2,3,4]","[8,4,2,1]","[1,2,4,8]",n4_o010_r0300,4,"[1,2,3,4]",8,5
16,"[1,2,3,4]",10,"[1,2,3,4]","[1,2,4,9]","[1,2,4,9]",n4_o011_r0301,4,"[1,2,3,4]",5,3
16,"[1,2,4,3]",10,"[1,2,3,4]","[1,2,9,4]","[1,2,4,9]",n4_o011_r0302,4,"[1,2,3,4]",5,3
16,"[1,3,2,4]",10,"[1,2,3,4]","[1,4,2,9]","[1,2,4,9]",n4_o011_r0303,4,"[1,2,3,4]",5,3
16,"[1,4,2,3]",10,"[1,2,3,4]","[1,4,9,2]","[1,2,4,9]",n4_o011_r0304,4,"[1,2,3,4]",5,3
16,"[1,3,4,2]",10,"[1,2,3,4]","[1,9,2,4]","[1,2,4,9]",n4_o011_r0305,4,"[1,2,3,4]",5,3
16,"[1,4,3,2]",10,"[1,2,3,4]","[1,9,4,2]","[1,2,4,9]",n4_o011_r0306,4,"[1,2,3,4]",5,3
16,"[2,1,3,4]",10,"[1,2,3,4]","[2,1,4,9]","[1,2,4,9]",n4_o011_r0307,4,"[1,2,3,4]",5,3
16,"[2,1,4,3]",10,"[1,2,3,4]","[2,1,9,4]","[1,2,4,9]",n4_o011_r0308,4,"[1,2,3,4]",5,3
16,"[3,1,2,4]",10,"[1,2,3,4]","[2,4,1,9]","[1,2,4,9]",n4_o011_r0309,4,"[1,2,3,4]",5,3
16,"[4,1,2,3]",10,"[1,2,3,4]","[2,4,9,1]","[1,2,4,9]",n4_o011_r0310,4,"[1,2,3,4]",5,3
16,"[3,1,4,2]",10,"[1,2,3,4]","[2,9,1,4]","[1,2,4,9]",n4_o011_r0311,4,"[1,2,3,4]",5,3
16,"[4,1,3,2]",10,"[1,2,3,4]","[2,9,4,1]","[1,2,4,9]",n4_o011_r0312,4,"[1,2,3,4]",5,3
16,"[2,3,1,4]",10,"[1,2,3,4]","[4,1,2,9]","[1,2,4,9]",n4_o011_r0313,4,"[1,2,3,4]",5,3
16,"[2,4,1,3]",10,"[1,2,3,4]","[4,1,9,2]","[1,2,4,9]",n4_o011_r0314,4,"[1,2,3,4]",5,3
16,"[3,2,1,4]",10,"[1,2,3,4]","[4,2,1,9]","[1,2,4,9]",n4_o011_r0315,4,"[1,2,3,4]",5,3
16,"[4,2,1,3]",10,"[1,2,3,4]","[4,2,9,1]","[1,2,4,9]",n4_o011_r0316,4,"[1,2,3,4]",5,3
16,"[3,4,1,2]",10,"[1,2,3,4]","[4,9,1,2]","[1,2,4,9]",n4_o011_r0317,4,"[1,2,3,4]",5,3
16,"[4,3,1,2]",10,"[1,2,3,4]","[4,9,2,1]","[1,2,4,9]",n4_o011_r0318,4,"[1,2,3,4]",5,3
16,"[2,3,4,1]",10,"[1,2,3,4]","[9,1,2,4]","[1,2,4,9]",n4_o011_r0319,4,"[1,2,3,4]",5,3
16,"[2,4,3,1]",10,"[1,2,3,4]","[9,1,4,2]","[1,2,4,9]",n4_o011_r0320,4,"[1,2,3,4]",5,3
16,"[3,2,4,1]",10,"[1,2,3,4]","[9,2,1,4]","[1,2,4,9]",n4_o011_r0321,4,"[1,2,3,4]",5,3
16,"[4,2,3,1]",10,"[1,2,3,4]","[9,2,4,1]","[1,2,4,9]",n4_o011_r0322,4,"[1,2,3,4]",5,3
16,"[3,4,2,1]",10,"[1,2,3,4]","[9,4,1,2]","[1,2,4,9]",n4_o011_r0323,4,"[1,2,3,4]",5,3
16,"[4,3,2,1]",10,"[1,2,3,4]","[9,4,2,1]","[1,2,4,9]",n4_o011_r0324,4,"[1,2,3,4]",5,3
14,"[1,2,3,4]",10,"[1,2,3,4]","[1,2,5,6]","[1,2,5,6]",n4_o012_r0325,4,"[1,2,3,4]",20,13
14,"[1,2,4,3]",10,"[1,2,3,4]","[1,2,6,5]","[1,2,5,6]",n4_o012_r0326,4,"[1,2,3,4]",20,13
14,"[1,3,2,4]",10,"[1,2,3,4]","[1,5,2,6]","[1,2,5,6]",n4_o012_r0327,4,"[1,2,3,4]",20,13
14,"[1,4,2,3]",10,"[1,2,3,4]","[1,5,6,2]","[1,2,5,6]",n4_o012_r0328,4,"[1,2,3,4]",20,13
14,"[1,3,4,2]",10,"[1,2,3,4]","[1,6,2,5]","[1,2,5,6]",n4_o012_r0329,4,"[1,2,3,4]",20,13
14,"[1,4,3,2]",10,"[1,2,3,4]","[1,6,5,2]","[1,2,5,6]",n4_o012_r0330,4,"[1,2,3,4]",20,13
14,"[2,1,3,4]",10,"[1,2,3,4]","[2,1,5,6]","[1,2,5,6]",n4_o012_r0331,4,"[1,2,3,4]",20,13
14,"[2,1,4,3]",10,"[1,2,3,4]","[2,1,6,5]","[1,2,5,6]",n4_o012_r0332,4,"[1,2,3,4]",20,13
14,"[3,1,2,4]",10,"[1,2,3,4]","[2,5,1,6]","[1,2,5,6]",n4_o012_r0333,4,"[1,2,3,4]",20,13
14,"[4,1,2,3]",10,"[1,2,3,4]","[2,5,6,1]","[1,2,5,6]",n4_o012_r0334,4,"[1,2,3,4]",20,13
14,"[3,1,4,2]",10,"[1,2,3,4]","[2,6,1,5]","[1,2,5,6]",n4_o012_r0335,4,"[1,2,3,4]",20,13
14,"[4,1,3,2]",10,"[1,2,3,4]","[2,6,5,1]","[1,2,5,6]",n4_o012_r0336,4,"[1,2,3,4]",20,13
14,"[2,3,1,4]",10,"[1,2,3,4]","[5,1,2,6]","[1,2,5,6]",n4_o012_r0337,4,"[1,2,3,4]",20,13
14,"[2,4,1,3]",10,"[1,2,3,4]","[5,1,6,2]","[1,2,5,6]",n4_o012_r0338,4,"[1,2,3,4]",20,13
14,"[3,2,1,4]",10,"[1,2,3,4]","[5,2,1,6]","[1,2,5,6]",n4_o012_r0339,4,"[1,2,3,4]",20,13
14,"[4,2,1,3]",10,"[1,2,3,4]","[5,2,6,1]","[1,2,5,6]",n4_o012_r0340,4,"[1,2,3,4]",20,13
14,"[3,4,1,2]",10,"[1,2,3,4]","[5,6,1,2]","[1,2,5,6]",n4_o012_r0341,4,"[1,2,3,4]",20,13
14,"[4,3,1,2]",10,"[1,2,3,4]","[5,6,2,1]","[1,2,5,6]",n4_o012_r0342,4,"[1,2,3,4]",20,13
14,"[2,3,4,1]",10,"[1,2,3,4]","[6,1,2,5]","[1,2,5,6]",n4_o012_r0343,4,"[1,2,3,4]",20,13
14,"[2,4,3,1]",10,"[1,2,3,4]","[6,1,5,2]","[1,2,5,6]",n4_o012_r0344,4,"[1,2,3,4]",20,13
14,"[3,2,4,1]",10,"[1,2,3,4]","[6,2,1,5]","[1,2,5,6]",n4_o012_r0345,4,"[1,2,3,4]",20,13
14,"[4,2,3,1]",10,"[1,2,3,4]","[6,2,5,1]","[1,2,5,6]",n4_o012_r0346,4,"[1,2,3,4]",20,13
14,"[3,4,2,1]",10,"[1,2,3,4]","[6,5,1,2]","[1,2,5,6]",n4_o012_r0347,4,"[1,2,3,4]",20,13
14,"[4,3,2,1]",10,"[1,2,3,4]","[6,5,2,1]","[1,2,5,6]",n4_o012_r0348,4,"[1,2,3,4]",20,13
15,"[1,2,3,4]",10,"[1,2,3,4]","[1,2,5,7]","[1,2,5,7]",n4_o013_r0349,4,"[1,2,3,4]",8,5
15,"[1,2,4,3]",10,"[1,2,3,4]","[1,2,7,5]","[1,2,5,7]",n4_o013_r0350,4,"[1,2,3,4]",8,5
15,"[1,3,2,4]",10,"[1,2,3,4]","[1,5,2,7]","[1,2,5,7]",n4_o013_r0351,4,"[1,2,3,4]",8,5
15,"[1,4,2,3]",10,"[1,2,3,4]","[1,5,7,2]","[1,2,5,7]",n4_o013_r0352,4,"[1,2,3,4]",8,5
15,"[1,3,4,2]",10,"[1,2,3,4]","[1,7,2,5]","[1,2,5,7]",n4_o013_r0353,4,"[1,2,3,4]",8,5
15,"[1,4,3,2]",10,"[1,2,3,4]","[1,7,5,2]","[1,2,5,7]",n4_o013_r0354,4,"[1,2,3,4]",8,5
15,"[2,1,3,4]",10,"[1,2,3,4]","[2,1,5,7]","[1,2,5,7]",n4_o013_r0355,4,"[1,2,3,4]",8,5
15,"[2,1,4,3]",10,"[1,2,3,4]","[2,1,7,5]","[1,2,5,7]",n4_o013_r0356,4,"[1,2,3,4]",8,5
15,"[3,1,2,4]",10,"[1,2,3,4]","[2,5,1,7]","[1,2,5,7]",n4_o013_r0357,4,"[1,2,3,4]",8,5
15,"[4,1,2,3]",10,"[1,2,3,4]","[2,5,7,1]","[1,2,5,7]",n4_o013_r0358,4,"[1,2,3,4]",8,5
15,"[3,1,4,2]",10,"[1,2,3,4]","[2,7,1,5]","[1,2,5,7]",n4_o013_r0359,4,"[1,2,3,4]",8,5
15,"[4,1,3,2]",10,"[1,2,3,4]","[2,7,5,1]","[1,2,5,7]",n4_o013_r0360,4,"[1,2,3,4]",8,5
15,"[2,3,1,4]",10,"[1,2,3,4]","[5,1,2,7]","[1,2,5,7]",n4_o013_r0361,4,"[1,2,3,4]",8,5
15,"[2,4,1,3]",10,"[1,2,3,4]","[5,1,7,2]","[1,2,5,7]",n4_o013_r0362,4,"[1,2,3,4]",8,5
15,"[3,2,1,4]",10,"[1,2,3,4]","[5,2,1,7]","[1,2,5,7]",n4_o013_r0363,4,"[1,2,3,4]",8,5
15,"[4,2,1,3]",10,"[1,2,3,4]","[5,2,7,1]","[1,2,5,7]",n4_o013_r0364,4,"[1,2,3,4]",8,5
15,"[3,4,1,2]",10,"[1,2,3,4]","[5,7,1,2]","[1,2,5,7]",n4_o013_r0365,4,"[1,2,3,4]",8,5
15,"[4,3,1,2]",10,"[1,2,3,4]","[5,7,2,1]","[1,2,5,7]",n4_o013_r0366,4,"[1,2,3,4]",8,5
15,"[2,3,4,1]",10,"[1,2,3,4]","[7,1,2,5]","[1,2,5,7]",n4_o013_r0367,4,"[1,2,3,4]",8,5
15,"[2,4,3,1]",10,"[1,2,3,4]","[7,1,5,2]","[1,2,5,7]",n4_o013_r0368,4,"[1,2,3,4]",8,5
15,"[3,2,4,1]",10,"[1,2,3,4]","[7,2,1,5]","[1,2,5,7]",n4_o013_r0369,4,"[1,2,3,4]",8,5
15,"[4,2,3,1]",10,"[1,2,3,4]","[7,2,5,1]","[1,2,5,7]",n4_o013_r0370,4,"[1,2,3,4]",8,5
15,"[3,4,2,1]",10,"[1,2,3,4]","[7,5,1,2]","[1,2,5,7]",n4_o013_r0371,4,"[1,2,3,4]",8,5
15,"[4,3,2,1]",10,"[1,2,3,4]","[7,5,2,1]","[1,2,5,7]",n4_o013_r0372,4,"[1,2,3,4]",8,5
16,"[1,2,3,4]",10,"[1,2,3,4]","[1,2,5,8]","[1,2,5,8]",n4_o014_r0373,4,"[1,2,3,4]",5,3
16,"[1,2,4,3]",10,"[1,2,3,4]","[1,2,8,5]","[1,2,5,8]",n4_o014_r0374,4,"[1,2,3,4]",5,3
16,"[1,3,2,4]",10,"[1,2,3,4]","[1,5,2,8]","[1,2,5,8]",n4_o014_r0375,4,"[1,2,3,4]",5,3
16,"[1,4,2,3]",10,"[1,2,3,4]","[1,5,8,2]","[1,2,5,8]",n4_o014_r0376,4,"[1,2,3,4]",5,3
16,"[1,3,4,2]",10,"[1,2,3,4]","[1,8,2,5]","[1,2,5,8]",n4_o014_r0377,4,"[1,2,3,4]",5,3
16,"[1,4,3,2]",10,"[1,2,3,4]","[1,8,5,2]","[1,2,5,8]",n4_o014_r0378,4,"[1,2,3,4]",5,3
16,"[2,1,3,4]",10,"[1,2,3,4]","[2,1,5,8]","[1,2,5,8]",n4_o014_r0379,4,"[1,2,3,4]",5,3
16,"[2,1,4,3]",10,"[1,2,3,4]","[2,1,8,5]","[1,2,5,8]",n4_o014_r0380,4,"[1,2,3,4]",5,3
16,"[3,1,2,4]",10,"[1,2,3,4]","[2,5,1,8]","[1,2,5,8]",n4_o014_r0381,4,"[1,2,3,4]",5,3
16,"[4,1,2,3]",10,"[1,2,3,4]","[2,5,8,1]","[1,2,5,8]",n4_o014_r0382,4,"[1,2,3,4]",5,3
16,"[3,1,4,2]",10,"[1,2,3,4]","[2,8,1,5]","[1,2,5,8]",n4_o014_r0383,4,"[1,2,3,4]",5,3
16,"[4,1,3,2]",10,"[1,2,3,4]","[2,8,5,1]","[1,2,5,8]",n4_o014_r0384,4,"[1,2,3,4]",5,3
16,"[2,3,1,4]",10,"[1,2,3,4]","[5,1,2,8]","[1,2,5,8]",n4_o014_r0385,4,"[1,2,3,4]",5,3
16,"[2,4,1,3]",10,"[1,2,3,4]","[5,1,8,2]","[1,2,5,8]",n4_o014_r0386,4,"[1,2,3,4]",5,3
16,"[3,2,1,4]",10,"[1,2,3,4]","[5,2,1,8]","[1,2,5,8]",n4_o014_r0387,4,"[1,2,3,4]",5,3
16,"[4,2,1,3]",10,"[1,2,3,4]","[5,2,8,1]","[1,2,5,8]",n4_o014_r0388,4,"[1,2,3,4]",5,3
16,"[3,4,1,2]",10,"[1,2,3,4]","[5,8,1,2]","[1,2,5,8]",n4_o014_r0389,4,"[1,2,3,4]",5,3
