"EDD_prefix_t","I_forward","I_reverse","SPT_C_a","SPT_C_b","a_p_rank","b_p_rank","class_id","d_H","d_L","observed_delta_difference","panel","predicted_delta_difference","prediction_category","prediction_magnitude","prediction_matches"
"0","B_o044_r05529","B_o044_r05553","1","14","1","4","WP09C02972","5","1","2","B","2","positive","2","True"
"0","B_o044_r05611","B_o044_r05613","7","14","3","4","WP09C02985","5","1","3","B","3","positive","3","True"
"0","B_o044_r05597","B_o044_r05603","3","14","2","4","WP09C02987","5","1","3","B","3","positive","3","True"
"0","B_o044_r05537","B_o044_r05561","1","14","1","4","WP09C02995","5","1","2","B","2","positive","2","True"
"1","B_o044_r05539","B_o044_r05541","7","14","3","4","WP09C02999","7","5","3","B","3","positive","3","True"
"0","B_o044_r05541","B_o044_r05565","1","14","1","4","WP09C02999","5","1","2","B","2","positive","2","True"
"0","B_o044_r05621","B_o044_r05627","3","14","2","4","WP09C03003","5","1","3","B","3","positive","3","True"
"0","B_o044_r05635","B_o044_r05637","7","14","3","4","WP09C03004","5","1","3","B","3","positive","3","True"
"0","B_o044_r05543","B_o044_r05567","1","14","1","4","WP09C03017","5","1","2","B","2","positive","2","True"
"2","B_o044_r05549","B_o044_r05573","1","14","1","4","WP09C03019","7","5","2","B","2","positive","2","True"
"2","B_o044_r05617","B_o044_r05619","7","14","3","4","WP09C03020","7","5","3","B","3","positive","3","True"
"0","B_o044_r05619","B_o044_r05625","3","14","2","4","WP09C03020","5","1","3","B","3","positive","3","True"
"0","B_o044_r05535","B_o044_r05559","1","14","1","4","WP09C03028","5","1","2","B","2","positive","2","True"
"4","B_o045_r05683","B_o045_r05707","1","14","1","4","WP09C03033","7","5","4","B","4","positive","4","True"
"4","B_o045_r05743","B_o045_r05749","3","14","2","4","WP09C03035","7","5","3","B","3","positive","3","True"
"0","B_o045_r05749","B_o045_r05751","7","14","3","4","WP09C03035","5","1","3","B","3","positive","3","True"
"0","B_o045_r05715","B_o045_r05721","3","14","2","4","WP09C03041","5","1","3","B","3","positive","3","True"
"1","B_o045_r05645","B_o045_r05651","3","14","2","4","WP09C03044","7","5","1","B","1","positive","1","True"
"0","B_o045_r05651","B_o045_r05675","1","14","1","4","WP09C03044","5","1","2","B","2","positive","2","True"
"0","B_o045_r05649","B_o045_r05673","1","14","1","4","WP09C03051","5","1","2","B","2","positive","2","True"
"0","B_o045_r05731","B_o045_r05733","7","14","3","4","WP09C03058","5","1","3","B","3","positive","3","True"
"0","B_o045_r05717","B_o045_r05723","3","14","2","4","WP09C03059","5","1","3","B","3","positive","3","True"
"0","B_o045_r05657","B_o045_r05681","1","14","1","4","WP09C03064","5","1","2","B","2","positive","2","True"
"1","B_o045_r05659","B_o045_r05661","7","14","3","4","WP09C03066","7","5","3","B","3","positive","3","True"
"0","B_o045_r05661","B_o045_r05685","1","14","1","4","WP09C03066","5","1","2","B","2","positive","2","True"
"0","B_o045_r05725","B_o045_r05727","7","14","3","4","WP09C03069","5","1","3","B","3","positive","3","True"
"2","B_o045_r05669","B_o045_r05693","1","14","1","4","WP09C03084","7","5","2","B","2","positive","2","True"
"2","B_o045_r05737","B_o045_r05739","7","14","3","4","WP09C03086","7","5","3","B","3","positive","3","True"
"0","B_o045_r05739","B_o045_r05745","3","14","2","4","WP09C03086","5","1","3","B","3","positive","3","True"
"0","B_o045_r05655","B_o045_r05679","1","14","1","4","WP09C03087","5","1","2","B","2","positive","2","True"
"0","B_o046_r05775","B_o046_r05799","1","14","1","4","WP09C03091","5","1","2","B","2","positive","2","True"
"4","B_o046_r05803","B_o046_r05827","1","14","1","4","WP09C03092","9","5","2","B","2","positive","2","True"
"0","B_o046_r05769","B_o046_r05793","1","14","1","4","WP09C03099","5","1","2","B","2","positive","2","True"
"5","B_o046_r05767","B_o046_r05773","3","14","2","4","WP09C03105","11","9","1","B","1","positive","1","True"
"5","B_o046_r05791","B_o046_r05797","3","14","2","4","WP09C03110","11","9","1","B","1","positive","1","True"
"4","B_o046_r05797","B_o046_r05821","1","14","1","4","WP09C03110","9","5","2","B","2","positive","2","True"
"0","B_o046_r05837","B_o046_r05843","3","14","2","4","WP09C03119","5","1","3","B","3","positive","3","True"
"0","B_o046_r05777","B_o046_r05801","1","14","1","4","WP09C03124","5","1","2","B","2","positive","2","True"
"0","B_o046_r05781","B_o046_r05805","1","14","1","4","WP09C03125","5","1","2","B","2","positive","2","True"
"0","B_o046_r05771","B_o046_r05795","1","14","1","4","WP09C03130","5","1","2","B","2","positive","2","True"
"6","B_o046_r05809","B_o046_r05833","1","14","1","4","WP09C03131","11","9","2","B","2","positive","2","True"
"6","B_o046_r05815","B_o046_r05839","1","14","1","4","WP09C03132","11","9","2","B","2","positive","2","True"
"0","B_o046_r05783","B_o046_r05807","1","14","1","4","WP09C03138","5","1","2","B","2","positive","2","True"
"0","B_o047_r05895","B_o047_r05919","1","14","1","4","WP09C03149","5","1","2","B","2","positive","2","True"
"4","B_o047_r05923","B_o047_r05947","1","14","1","4","WP09C03150","9","5","2","B","2","positive","2","True"
"4","B_o047_r05983","B_o047_r05989","3","14","2","4","WP09C03151","9","5","1","B","1","positive","1","True"
"0","B_o047_r05989","B_o047_r05991","7","14","3","4","WP09C03151","5","1","3","B","3","positive","3","True"
"4","B_o047_r05917","B_o047_r05941","1","14","1","4","WP09C03174","9","5","2","B","2","positive","2","True"
"0","B_o047_r05957","B_o047_r05963","3","14","2","4","WP09C03182","5","1","3","B","3","positive","3","True"
"0","B_o047_r05897","B_o047_r05921","1","14","1","4","WP09C03187","5","1","2","B","2","positive","2","True"
"0","B_o047_r05901","B_o047_r05925","1","14","1","4","WP09C03189","5","1","2","B","2","positive","2","True"
"0","B_o047_r05981","B_o047_r05987","3","14","2","4","WP09C03195","5","1","3","B","3","positive","3","True"
"0","B_o047_r05891","B_o047_r05915","1","14","1","4","WP09C03196","5","1","2","B","2","positive","2","True"
"0","B_o047_r05903","B_o047_r05927","1","14","1","4","WP09C03208","5","1","2","B","2","positive","2","True"
"0","B_o048_r06015","B_o048_r06039","1","14","1","4","WP09C03224","5","1","2","B","2","positive","2","True"
"4","B_o048_r06043","B_o048_r06067","1","14","1","4","WP09C03225","9","5","2","B","2","positive","2","True"
"4","B_o048_r06103","B_o048_r06109","3","14","2","4","WP09C03226","9","5","1","B","1","positive","1","True"
"0","B_o048_r06109","B_o048_r06111","7","14","3","4","WP09C03226","5","1","3","B","3","positive","3","True"
"4","B_o048_r06037","B_o048_r06061","1","14","1","4","WP09C03249","9","5","2","B","2","positive","2","True"
"0","B_o048_r06077","B_o048_r06083","3","14","2","4","WP09C03257","5","1","3","B","3","positive","3","True"
"0","B_o048_r06017","B_o048_r06041","1","14","1","4","WP09C03262","5","1","2","B","2","positive","2","True"
"0","B_o048_r06021","B_o048_r06045","1","14","1","4","WP09C03264","5","1","2","B","2","positive","2","True"
"0","B_o048_r06101","B_o048_r06107","3","14","2","4","WP09C03270","5","1","3","B","3","positive","3","True"
"0","B_o048_r06011","B_o048_r06035","1","14","1","4","WP09C03271","5","1","2","B","2","positive","2","True"
"0","B_o048_r06023","B_o048_r06047","1","14","1","4","WP09C03283","5","1","2","B","2","positive","2","True"
"4","B_o049_r06163","B_o049_r06187","1","14","1","4","WP09C03299","9","5","2","B","2","positive","2","True"
"4","B_o049_r06223","B_o049_r06229","3","14","2","4","WP09C03300","9","5","1","B","1","positive","1","True"
"0","B_o049_r06229","B_o049_r06231","7","14","3","4","WP09C03300","5","1","3","B","3","positive","3","True"
"0","B_o049_r06211","B_o049_r06213","7","14","3","4","WP09C03334","5","1","3","B","3","positive","3","True"
"0","B_o049_r06197","B_o049_r06203","3","14","2","4","WP09C03336","5","1","3","B","3","positive","3","True"
"0","B_o049_r06137","B_o049_r06161","1","14","1","4","WP09C03342","5","1","2","B","2","positive","2","True"
"0","B_o049_r06141","B_o049_r06165","1","14","1","4","WP09C03344","5","1","2","B","2","positive","2","True"
"0","B_o049_r06221","B_o049_r06227","3","14","2","4","WP09C03350","5","1","3","B","3","positive","3","True"
"0","B_o049_r06131","B_o049_r06155","1","14","1","4","WP09C03351","5","1","2","B","2","positive","2","True"
"0","B_o049_r06235","B_o049_r06237","7","14","3","4","WP09C03352","5","1","3","B","3","positive","3","True"
"0","B_o049_r06143","B_o049_r06167","1","14","1","4","WP09C03368","5","1","2","B","2","positive","2","True"
"4","B_o050_r06283","B_o050_r06307","1","14","1","4","WP09C03384","9","5","2","B","2","positive","2","True"
"4","B_o050_r06343","B_o050_r06349","3","14","2","4","WP09C03385","9","5","1","B","1","positive","1","True"
"0","B_o050_r06349","B_o050_r06351","7","14","3","4","WP09C03385","5","1","3","B","3","positive","3","True"
"0","B_o050_r06331","B_o050_r06333","7","14","3","4","WP09C03419","5","1","3","B","3","positive","3","True"
"0","B_o050_r06317","B_o050_r06323","3","14","2","4","WP09C03421","5","1","3","B","3","positive","3","True"
"0","B_o050_r06257","B_o050_r06281","1","14","1","4","WP09C03427","5","1","2","B","2","positive","2","True"
"0","B_o050_r06261","B_o050_r06285","1","14","1","4","WP09C03429","5","1","2","B","2","positive","2","True"
"0","B_o050_r06341","B_o050_r06347","3","14","2","4","WP09C03435","5","1","3","B","3","positive","3","True"
"0","B_o050_r06251","B_o050_r06275","1","14","1","4","WP09C03436","5","1","2","B","2","positive","2","True"
"0","B_o050_r06355","B_o050_r06357","7","14","3","4","WP09C03437","5","1","3","B","3","positive","3","True"
"0","B_o050_r06263","B_o050_r06287","1","14","1","4","WP09C03453","5","1","2","B","2","positive","2","True"
"4","B_o051_r06403","B_o051_r06427","1","14","1","4","WP09C03469","9","5","2","B","2","positive","2","True"
"4","B_o051_r06463","B_o051_r06469","3","14","2","4","WP09C03471","9","5","1","B","1","positive","1","True"
"0","B_o051_r06469","B_o051_r06471","7","14","3","4","WP09C03471","5","1","3","B","3","positive","3","True"
"0","B_o051_r06451","B_o051_r06453","7","14","3","4","WP09C03493","5","1","3","B","3","positive","3","True"
"0","B_o051_r06437","B_o051_r06443","3","14","2","4","WP09C03494","5","1","3","B","3","positive","3","True"
"0","B_o051_r06377","B_o051_r06401","1","14","1","4","WP09C03498","5","1","2","B","2","positive","2","True"
"0","B_o051_r06381","B_o051_r06405","1","14","1","4","WP09C03500","5","1","2","B","2","positive","2","True"
"0","B_o051_r06445","B_o051_r06447","7","14","3","4","WP09C03503","5","1","3","B","3","positive","3","True"
"0","B_o051_r06371","B_o051_r06395","1","14","1","4","WP09C03505","5","1","2","B","2","positive","2","True"
"0","B_o052_r06533","B_o052_r06539","3","14","2","4","WP09C03550","5","1","3","B","3","positive","3","True"
"0","B_o052_r06571","B_o052_r06573","7","14","3","4","WP09C03563","5","1","3","B","3","positive","3","True"
"0","B_o052_r06557","B_o052_r06563","3","14","2","4","WP09C03565","5","1","3","B","3","positive","3","True"
"0","B_o052_r06497","B_o052_r06521","1","14","1","4","WP09C03570","5","1","2","B","2","positive","2","True"
"0","B_o052_r06579","B_o052_r06585","3","14","2","4","WP09C03572","5","1","3","B","3","positive","3","True"
"0","B_o052_r06501","B_o052_r06525","1","14","1","4","WP09C03577","5","1","2","B","2","positive","2","True"
"0","B_o052_r06581","B_o052_r06587","3","14","2","4","WP09C03579","5","1","3","B","3","positive","3","True"
"0","B_o052_r06491","B_o052_r06515","1","14","1","4","WP09C03580","5","1","2","B","2","positive","2","True"
"0","B_o052_r06595","B_o052_r06597","7","14","3","4","WP09C03581","5","1","3","B","3","positive","3","True"
"0","B_o052_r06503","B_o052_r06527","1","14","1","4","WP09C03593","5","1","2","B","2","positive","2","True"
"0","B_o053_r06653","B_o053_r06659","3","14","2","4","WP09C03632","5","1","3","B","3","positive","3","True"
"0","B_o053_r06691","B_o053_r06693","7","14","3","4","WP09C03645","5","1","3","B","3","positive","3","True"
"0","B_o053_r06677","B_o053_r06683","3","14","2","4","WP09C03647","5","1","3","B","3","positive","3","True"
"0","B_o053_r06617","B_o053_r06641","1","14","1","4","WP09C03652","5","1","2","B","2","positive","2","True"
"0","B_o053_r06699","B_o053_r06705","3","14","2","4","WP09C03654","5","1","3","B","3","positive","3","True"
"0","B_o053_r06621","B_o053_r06645","1","14","1","4","WP09C03659","5","1","2","B","2","positive","2","True"
"0","B_o053_r06701","B_o053_r06707","3","14","2","4","WP09C03661","5","1","3","B","3","positive","3","True"
"0","B_o053_r06611","B_o053_r06635","1","14","1","4","WP09C03662","5","1","2","B","2","positive","2","True"
"0","B_o053_r06715","B_o053_r06717","7","14","3","4","WP09C03663","5","1","3","B","3","positive","3","True"
"0","B_o053_r06623","B_o053_r06647","1","14","1","4","WP09C03675","5","1","2","B","2","positive","2","True"
"0","B_o054_r06773","B_o054_r06779","3","14","2","4","WP09C03710","5","1","3","B","3","positive","3","True"
"0","B_o054_r06811","B_o054_r06813","7","14","3","4","WP09C03717","5","1","3","B","3","positive","3","True"
"0","B_o054_r06797","B_o054_r06803","3","14","2","4","WP09C03718","5","1","3","B","3","positive","3","True"
"0","B_o054_r06737","B_o054_r06761","1","14","1","4","WP09C03721","5","1","2","B","2","positive","2","True"
"0","B_o054_r06819","B_o054_r06825","3","14","2","4","WP09C03723","5","1","3","B","3","positive","3","True"
"0","B_o054_r06741","B_o054_r06765","1","14","1","4","WP09C03726","5","1","2","B","2","positive","2","True"
"0","B_o054_r06731","B_o054_r06755","1","14","1","4","WP09C03728","5","1","2","B","2","positive","2","True"
"0","B_o055_r06893","B_o055_r06899","3","14","2","4","WP09C03773","5","1","3","B","3","positive","3","True"
"0","B_o055_r06907","B_o055_r06909","7","14","3","4","WP09C03783","5","1","3","B","3","positive","3","True"
"0","B_o055_r06931","B_o055_r06933","7","14","3","4","WP09C03784","5","1","3","B","3","positive","3","True"
"0","B_o055_r06917","B_o055_r06923","3","14","2","4","WP09C03786","5","1","3","B","3","positive","3","True"
"0","B_o055_r06857","B_o055_r06881","1","14","1","4","WP09C03790","5","1","2","B","2","positive","2","True"
"0","B_o055_r06939","B_o055_r06945","3","14","2","4","WP09C03792","5","1","3","B","3","positive","3","True"
"0","B_o055_r06861","B_o055_r06885","1","14","1","4","WP09C03795","5","1","2","B","2","positive","2","True"
"0","B_o055_r06851","B_o055_r06875","1","14","1","4","WP09C03796","5","1","2","B","2","positive","2","True"
"0","B_o055_r06949","B_o055_r06951","7","14","3","4","WP09C03799","5","1","3","B","3","positive","3","True"
"4","B_o056_r07003","B_o056_r07027","1","14","1","4","WP09C03825","9","7","2","B","2","positive","2","True"
"5","B_o056_r06991","B_o056_r06997","3","14","2","4","WP09C03840","11","9","1","B","1","positive","1","True"
"4","B_o056_r06997","B_o056_r07021","1","14","1","4","WP09C03840","9","7","2","B","2","positive","2","True"
"4","B_o057_r07123","B_o057_r07147","1","14","1","4","WP09C03881","9","7","2","B","2","positive","2","True"
"4","B_o057_r07183","B_o057_r07189","3","14","2","4","WP09C03882","9","7","2","B","2","positive","2","True"
"4","B_o057_r07117","B_o057_r07141","1","14","1","4","WP09C03898","9","7","2","B","2","positive","2","True"
"4","B_o058_r07243","B_o058_r07267","1","14","1","4","WP09C03950","9","7","2","B","2","positive","2","True"
"4","B_o058_r07303","B_o058_r07309","3","14","2","4","WP09C03951","9","7","2","B","2","positive","2","True"
"4","B_o058_r07237","B_o058_r07261","1","14","1","4","WP09C03967","9","7","2","B","2","positive","2","True"
"4","B_o059_r07363","B_o059_r07387","1","14","1","4","WP09C04018","9","7","2","B","2","positive","2","True"
"4","B_o059_r07423","B_o059_r07429","3","14","2","4","WP09C04019","9","7","2","B","2","positive","2","True"
"4","B_o060_r07483","B_o060_r07507","1","14","1","4","WP09C04101","9","7","2","B","2","positive","2","True"
"4","B_o060_r07543","B_o060_r07549","3","14","2","4","WP09C04102","9","7","2","B","2","positive","2","True"
"4","B_o061_r07603","B_o061_r07627","1","14","1","4","WP09C04184","9","7","2","B","2","positive","2","True"
"4","B_o061_r07663","B_o061_r07669","3","14","2","4","WP09C04186","9","7","2","B","2","positive","2","True"
"1","B_o071_r08765","B_o071_r08771","3","14","2","4","WP09C04884","7","5","1","B","1","positive","1","True"
"0","B_o071_r08771","B_o071_r08795","1","14","1","4","WP09C04884","5","3","2","B","2","positive","2","True"
"5","B_o071_r08767","B_o071_r08773","3","14","2","4","WP09C04890","9","7","3","B","3","positive","3","True"
"1","B_o071_r08763","B_o071_r08769","3","14","2","4","WP09C04892","7","5","1","B","1","positive","1","True"
"0","B_o071_r08769","B_o071_r08793","1","14","1","4","WP09C04892","5","3","2","B","2","positive","2","True"
"5","B_o071_r08791","B_o071_r08797","3","14","2","4","WP09C04894","9","7","3","B","3","positive","3","True"
"4","B_o071_r08797","B_o071_r08821","1","14","1","4","WP09C04894","7","5","4","B","4","positive","4","True"
"0","B_o071_r08777","B_o071_r08801","1","14","1","4","WP09C04904","5","3","2","B","2","positive","2","True"
"6","B_o071_r08809","B_o071_r08833","1","14","1","4","WP09C04907","9","7","4","B","4","positive","4","True"
"6","B_o071_r08815","B_o071_r08839","1","14","1","4","WP09C04910","9","7","4","B","4","positive","4","True"
"0","B_o071_r08783","B_o071_r08807","1","14","1","4","WP09C04912","5","3","2","B","2","positive","2","True"
"4","B_o071_r08803","B_o071_r08827","1","14","1","4","WP09C04913","7","5","4","B","4","positive","4","True"
"4","B_o072_r08923","B_o072_r08947","1","14","1","4","WP09C04921","7","5","4","B","4","positive","4","True"
"1","B_o072_r08885","B_o072_r08891","3","14","2","4","WP09C04925","7","5","1","B","1","positive","1","True"
"0","B_o072_r08891","B_o072_r08915","1","14","1","4","WP09C04925","5","3","2","B","2","positive","2","True"
"5","B_o072_r08887","B_o072_r08893","3","14","2","4","WP09C04931","9","7","3","B","3","positive","3","True"
"1","B_o072_r08883","B_o072_r08889","3","14","2","4","WP09C04933","7","5","1","B","1","positive","1","True"
"0","B_o072_r08889","B_o072_r08913","1","14","1","4","WP09C04933","5","3","2","B","2","positive","2","True"
"5","B_o072_r08911","B_o072_r08917","3","14","2","4","WP09C04935","9","7","3","B","3","positive","3","True"
"4","B_o072_r08917","B_o072_r08941","1","14","1","4","WP09C04935","7","5","4","B","4","positive","4","True"
"0","B_o072_r08903","B_o072_r08927","1","14","1","4","WP09C04941","5","3","2","B","2","positive","2","True"
"0","B_o072_r08897","B_o072_r08921","1","14","1","4","WP09C04948","5","3","2","B","2","positive","2","True"
"1","B_o072_r08899","B_o072_r08901","7","14","3","4","WP09C04951","7","5","3","B","3","positive","3","True"
"0","B_o072_r08901","B_o072_r08925","1","14","1","4","WP09C04951","5","3","2","B","2","positive","2","True"
"6","B_o072_r08929","B_o072_r08953","1","14","1","4","WP09C04954","9","7","4","B","4","positive","4","True"
"6","B_o072_r08935","B_o072_r08959","1","14","1","4","WP09C04955","9","7","4","B","4","positive","4","True"
"4","B_o073_r09043","B_o073_r09067","1","14","1","4","WP09C04964","7","5","4","B","4","positive","4","True"
"4","B_o073_r09103","B_o073_r09109","3","14","2","4","WP09C04965","7","5","3","B","3","positive","3","True"
"0","B_o073_r09109","B_o073_r09111","7","14","3","4","WP09C04965","5","3","3","B","3","positive","3","True"
"1","B_o073_r09005","B_o073_r09011","3","14","2","4","WP09C04971","7","5","1","B","1","positive","1","True"
"0","B_o073_r09011","B_o073_r09035","1","14","1","4","WP09C04971","5","3","2","B","2","positive","2","True"
"0","B_o073_r09115","B_o073_r09117","7","14","3","4","WP09C04973","5","3","3","B","3","positive","3","True"
"1","B_o073_r09003","B_o073_r09009","3","14","2","4","WP09C04982","7","5","1","B","1","positive","1","True"
"0","B_o073_r09009","B_o073_r09033","1","14","1","4","WP09C04982","5","3","2","B","2","positive","2","True"
"4","B_o073_r09037","B_o073_r09061","1","14","1","4","WP09C04985","7","5","4","B","4","positive","4","True"
"0","B_o073_r09023","B_o073_r09047","1","14","1","4","WP09C04992","5","3","2","B","2","positive","2","True"
"0","B_o073_r09017","B_o073_r09041","1","14","1","4","WP09C04999","5","3","2","B","2","positive","2","True"
"1","B_o073_r09019","B_o073_r09021","7","14","3","4","WP09C05002","7","5","3","B","3","positive","3","True"
"0","B_o073_r09021","B_o073_r09045","1","14","1","4","WP09C05002","5","3","2","B","2","positive","2","True"
"2","B_o073_r09097","B_o073_r09099","7","14","3","4","WP09C05014","7","5","3","B","3","positive","3","True"
"0","B_o073_r09099","B_o073_r09105","3","14","2","4","WP09C05014","5","3","2","B","2","positive","2","True"
"4","B_o074_r09163","B_o074_r09187","1","14","1","4","WP09C05021","7","5","4","B","4","positive","4","True"
"4","B_o074_r09223","B_o074_r09229","3","14","2","4","WP09C05022","7","5","3","B","3","positive","3","True"
"0","B_o074_r09229","B_o074_r09231","7","14","3","4","WP09C05022","5","3","3","B","3","positive","3","True"
"1","B_o074_r09125","B_o074_r09131","3","14","2","4","WP09C05028","7","5","1","B","1","positive","1","True"
"0","B_o074_r09131","B_o074_r09155","1","14","1","4","WP09C05028","5","3","2","B","2","positive","2","True"
"0","B_o074_r09235","B_o074_r09237","7","14","3","4","WP09C05030","5","3","3","B","3","positive","3","True"
"1","B_o074_r09123","B_o074_r09129","3","14","2","4","WP09C05039","7","5","1","B","1","positive","1","True"
"0","B_o074_r09129","B_o074_r09153","1","14","1","4","WP09C05039","5","3","2","B","2","positive","2","True"
"4","B_o074_r09157","B_o074_r09181","1","14","1","4","WP09C05042","7","5","4","B","4","positive","4","True"
"0","B_o074_r09143","B_o074_r09167","1","14","1","4","WP09C05049","5","3","2","B","2","positive","2","True"
"0","B_o074_r09137","B_o074_r09161","1","14","1","4","WP09C05056","5","3","2","B","2","positive","2","True"
"1","B_o074_r09139","B_o074_r09141","7","14","3","4","WP09C05059","7","5","3","B","3","positive","3","True"
"0","B_o074_r09141","B_o074_r09165","1","14","1","4","WP09C05059","5","3","2","B","2","positive","2","True"
"2","B_o074_r09217","B_o074_r09219","7","14","3","4","WP09C05071","7","5","3","B","3","positive","3","True"
"0","B_o074_r09219","B_o074_r09225","3","14","2","4","WP09C05071","5","3","2","B","2","positive","2","True"
"4","B_o075_r09283","B_o075_r09307","1","14","1","4","WP09C05078","7","5","4","B","4","positive","4","True"
"1","B_o075_r09245","B_o075_r09251","3","14","2","4","WP09C05083","7","5","1","B","1","positive","1","True"
"0","B_o075_r09251","B_o075_r09275","1","14","1","4","WP09C05083","5","3","2","B","2","positive","2","True"
"1","B_o075_r09243","B_o075_r09249","3","14","2","4","WP09C05088","7","5","1","B","1","positive","1","True"
"0","B_o075_r09249","B_o075_r09273","1","14","1","4","WP09C05088","5","3","2","B","2","positive","2","True"
"5","B_o075_r09247","B_o075_r09253","3","14","2","4","WP09C05089","11","7","1","B","1","positive","1","True"
"5","B_o075_r09271","B_o075_r09277","3","14","2","4","WP09C05093","11","7","1","B","1","positive","1","True"
"4","B_o075_r09277","B_o075_r09301","1","14","1","4","WP09C05093","7","5","4","B","4","positive","4","True"
"0","B_o075_r09317","B_o075_r09323","3","14","2","4","WP09C05100","5","3","2","B","2","positive","2","True"
"0","B_o075_r09257","B_o075_r09281","1","14","1","4","WP09C05106","5","3","2","B","2","positive","2","True"
"1","B_o075_r09259","B_o075_r09261","7","14","3","4","WP09C05108","7","5","3","B","3","positive","3","True"
"0","B_o075_r09261","B_o075_r09285","1","14","1","4","WP09C05108","5","3","2","B","2","positive","2","True"
"6","B_o075_r09289","B_o075_r09313","1","14","1","4","WP09C05111","11","7","2","B","2","positive","2","True"
"6","B_o075_r09295","B_o075_r09319","1","14","1","4","WP09C05112","11","7","2","B","2","positive","2","True"
"0","B_o075_r09263","B_o075_r09287","1","14","1","4","WP09C05117","5","3","2","B","2","positive","2","True"
"4","B_o076_r09403","B_o076_r09427","1","14","1","4","WP09C05124","7","5","4","B","4","positive","4","True"
"4","B_o076_r09463","B_o076_r09469","3","14","2","4","WP09C05125","7","5","3","B","3","positive","3","True"
"0","B_o076_r09469","B_o076_r09471","7","14","3","4","WP09C05125","5","3","3","B","3","positive","3","True"
"1","B_o076_r09365","B_o076_r09371","3","14","2","4","WP09C05132","7","5","1","B","1","positive","1","True"
"0","B_o076_r09371","B_o076_r09395","1","14","1","4","WP09C05132","5","3","2","B","2","positive","2","True"
"0","B_o076_r09369","B_o076_r09393","1","14","1","4","WP09C05138","5","3","2","B","2","positive","2","True"
"4","B_o076_r09397","B_o076_r09421","1","14","1","4","WP09C05145","7","5","4","B","4","positive","4","True"
"0","B_o076_r09437","B_o076_r09443","3","14","2","4","WP09C05152","5","3","2","B","2","positive","2","True"
"0","B_o076_r09377","B_o076_r09401","1","14","1","4","WP09C05158","5","3","2","B","2","positive","2","True"
"1","B_o076_r09379","B_o076_r09381","7","14","3","4","WP09C05161","7","5","3","B","3","positive","3","True"
"0","B_o076_r09381","B_o076_r09405","1","14","1","4","WP09C05161","5","3","2","B","2","positive","2","True"
"0","B_o076_r09461","B_o076_r09467","3","14","2","4","WP09C05165","5","3","2","B","2","positive","2","True"
"0","B_o076_r09383","B_o076_r09407","1","14","1","4","WP09C05175","5","3","2","B","2","positive","2","True"
"2","B_o076_r09457","B_o076_r09459","7","14","3","4","WP09C05177","7","5","3","B","3","positive","3","True"
"0","B_o076_r09459","B_o076_r09465","3","14","2","4","WP09C05177","5","3","2","B","2","positive","2","True"
"4","B_o077_r09523","B_o077_r09547","1","14","1","4","WP09C05187","7","5","4","B","4","positive","4","True"
"4","B_o077_r09583","B_o077_r09589","3","14","2","4","WP09C05188","7","5","3","B","3","positive","3","True"
"0","B_o077_r09589","B_o077_r09591","7","14","3","4","WP09C05188","5","3","3","B","3","positive","3","True"
"1","B_o077_r09485","B_o077_r09491","3","14","2","4","WP09C05195","7","5","1","B","1","positive","1","True"
"0","B_o077_r09491","B_o077_r09515","1","14","1","4","WP09C05195","5","3","2","B","2","positive","2","True"
"0","B_o077_r09489","B_o077_r09513","1","14","1","4","WP09C05201","5","3","2","B","2","positive","2","True"
"4","B_o077_r09517","B_o077_r09541","1","14","1","4","WP09C05208","7","5","4","B","4","positive","4","True"
"0","B_o077_r09557","B_o077_r09563","3","14","2","4","WP09C05215","5","3","2","B","2","positive","2","True"
"0","B_o077_r09497","B_o077_r09521","1","14","1","4","WP09C05221","5","3","2","B","2","positive","2","True"
"1","B_o077_r09499","B_o077_r09501","7","14","3","4","WP09C05224","7","5","3","B","3","positive","3","True"
"0","B_o077_r09501","B_o077_r09525","1","14","1","4","WP09C05224","5","3","2","B","2","positive","2","True"
"0","B_o077_r09581","B_o077_r09587","3","14","2","4","WP09C05228","5","3","2","B","2","positive","2","True"
"0","B_o077_r09503","B_o077_r09527","1","14","1","4","WP09C05238","5","3","2","B","2","positive","2","True"
"2","B_o077_r09577","B_o077_r09579","7","14","3","4","WP09C05240","7","5","3","B","3","positive","3","True"
"0","B_o077_r09579","B_o077_r09585","3","14","2","4","WP09C05240","5","3","2","B","2","positive","2","True"
"4","B_o078_r09643","B_o078_r09667","1","14","1","4","WP09C05250","7","5","4","B","4","positive","4","True"
"4","B_o078_r09703","B_o078_r09709","3","14","2","4","WP09C05251","7","5","3","B","3","positive","3","True"
"0","B_o078_r09709","B_o078_r09711","7","14","3","4","WP09C05251","5","3","3","B","3","positive","3","True"
"1","B_o078_r09605","B_o078_r09611","3","14","2","4","WP09C05260","7","5","1","B","1","positive","1","True"
"0","B_o078_r09611","B_o078_r09635","1","14","1","4","WP09C05260","5","3","2","B","2","positive","2","True"
"0","B_o078_r09609","B_o078_r09633","1","14","1","4","WP09C05270","5","3","2","B","2","positive","2","True"
"0","B_o078_r09691","B_o078_r09693","7","14","3","4","WP09C05282","5","3","3","B","3","positive","3","True"
"0","B_o078_r09677","B_o078_r09683","3","14","2","4","WP09C05284","5","3","2","B","2","positive","2","True"
"0","B_o078_r09617","B_o078_r09641","1","14","1","4","WP09C05291","5","3","2","B","2","positive","2","True"
