"D","Delta","EDD_order","P","SPT_order","TT_EDD","TT_SPT","d_by_rank","d_multiset","instance_id","n","p_by_rank","panel","tau_den","tau_num"
"27","-25","[5,1,2,4,3]","25","[1,2,3,4,5]","56","31","[3,5,11,7,1]","[1,3,5,7,11]","B_o002_r00516","5","[1,2,4,7,11]","B","125","98"
"27","-4","[3,1,4,2,5]","25","[1,2,3,4,5]","33","29","[3,7,1,5,11]","[1,3,5,7,11]","B_o002_r00517","5","[1,2,4,7,11]","B","125","98"
"27","-12","[3,1,5,2,4]","25","[1,2,3,4,5]","41","29","[3,7,1,11,5]","[1,3,5,7,11]","B_o002_r00518","5","[1,2,4,7,11]","B","125","98"
"27","-10","[4,1,3,2,5]","25","[1,2,3,4,5]","39","29","[3,7,5,1,11]","[1,3,5,7,11]","B_o002_r00519","5","[1,2,4,7,11]","B","125","98"
"27","-26","[5,1,3,2,4]","25","[1,2,3,4,5]","55","29","[3,7,5,11,1]","[1,3,5,7,11]","B_o002_r00520","5","[1,2,4,7,11]","B","125","98"
"27","-20","[4,1,5,2,3]","25","[1,2,3,4,5]","53","33","[3,7,11,1,5]","[1,3,5,7,11]","B_o002_r00521","5","[1,2,4,7,11]","B","125","98"
"27","-28","[5,1,4,2,3]","25","[1,2,3,4,5]","61","33","[3,7,11,5,1]","[1,3,5,7,11]","B_o002_r00522","5","[1,2,4,7,11]","B","125","98"
"27","-9","[3,1,4,5,2]","25","[1,2,3,4,5]","42","33","[3,11,1,5,7]","[1,3,5,7,11]","B_o002_r00523","5","[1,2,4,7,11]","B","125","98"
"27","-13","[3,1,5,4,2]","25","[1,2,3,4,5]","46","33","[3,11,1,7,5]","[1,3,5,7,11]","B_o002_r00524","5","[1,2,4,7,11]","B","125","98"
"27","-15","[4,1,3,5,2]","25","[1,2,3,4,5]","48","33","[3,11,5,1,7]","[1,3,5,7,11]","B_o002_r00525","5","[1,2,4,7,11]","B","125","98"
"27","-27","[5,1,3,4,2]","25","[1,2,3,4,5]","60","33","[3,11,5,7,1]","[1,3,5,7,11]","B_o002_r00526","5","[1,2,4,7,11]","B","125","98"
"27","","[4,1,5,3,2]","25","[1,2,3,4,5]","","","[3,11,7,1,5]","[1,3,5,7,11]","B_o002_r00527","5","[1,2,4,7,11]","B","125","98"
"27","","[5,1,4,3,2]","25","[1,2,3,4,5]","","","[3,11,7,5,1]","[1,3,5,7,11]","B_o002_r00528","5","[1,2,4,7,11]","B","125","98"
"27","0","[2,3,1,4,5]","25","[1,2,3,4,5]","27","27","[5,1,3,7,11]","[1,3,5,7,11]","B_o002_r00529","5","[1,2,4,7,11]","B","125","98"
"27","-4","[2,3,1,5,4]","25","[1,2,3,4,5]","31","27","[5,1,3,11,7]","[1,3,5,7,11]","B_o002_r00530","5","[1,2,4,7,11]","B","125","98"
"27","-6","[2,4,1,3,5]","25","[1,2,3,4,5]","33","27","[5,1,7,3,11]","[1,3,5,7,11]","B_o002_r00531","5","[1,2,4,7,11]","B","125","98"
"27","-18","[2,5,1,3,4]","25","[1,2,3,4,5]","45","27","[5,1,7,11,3]","[1,3,5,7,11]","B_o002_r00532","5","[1,2,4,7,11]","B","125","98"
"27","-9","[2,4,1,5,3]","25","[1,2,3,4,5]","40","31","[5,1,11,3,7]","[1,3,5,7,11]","B_o002_r00533","5","[1,2,4,7,11]","B","125","98"
"27","-17","[2,5,1,4,3]","25","[1,2,3,4,5]","48","31","[5,1,11,7,3]","[1,3,5,7,11]","B_o002_r00534","5","[1,2,4,7,11]","B","125","98"
"27","","[3,2,1,4,5]","25","[1,2,3,4,5]","","","[5,3,1,7,11]","[1,3,5,7,11]","B_o002_r00535","5","[1,2,4,7,11]","B","125","98"
"27","","[3,2,1,5,4]","25","[1,2,3,4,5]","","","[5,3,1,11,7]","[1,3,5,7,11]","B_o002_r00536","5","[1,2,4,7,11]","B","125","98"
"27","","[4,2,1,3,5]","25","[1,2,3,4,5]","","","[5,3,7,1,11]","[1,3,5,7,11]","B_o002_r00537","5","[1,2,4,7,11]","B","125","98"
"27","","[5,2,1,3,4]","25","[1,2,3,4,5]","","","[5,3,7,11,1]","[1,3,5,7,11]","B_o002_r00538","5","[1,2,4,7,11]","B","125","98"
"27","","[4,2,1,5,3]","25","[1,2,3,4,5]","","","[5,3,11,1,7]","[1,3,5,7,11]","B_o002_r00539","5","[1,2,4,7,11]","B","125","98"
"27","","[5,2,1,4,3]","25","[1,2,3,4,5]","","","[5,3,11,7,1]","[1,3,5,7,11]","B_o002_r00540","5","[1,2,4,7,11]","B","125","98"
"27","-8","[3,4,1,2,5]","25","[1,2,3,4,5]","39","31","[5,7,1,3,11]","[1,3,5,7,11]","B_o002_r00541","5","[1,2,4,7,11]","B","125","98"
"27","-20","[3,5,1,2,4]","25","[1,2,3,4,5]","51","31","[5,7,1,11,3]","[1,3,5,7,11]","B_o002_r00542","5","[1,2,4,7,11]","B","125","98"
"27","-11","[4,3,1,2,5]","25","[1,2,3,4,5]","42","31","[5,7,3,1,11]","[1,3,5,7,11]","B_o002_r00543","5","[1,2,4,7,11]","B","125","98"
"27","-27","[5,3,1,2,4]","25","[1,2,3,4,5]","58","31","[5,7,3,11,1]","[1,3,5,7,11]","B_o002_r00544","5","[1,2,4,7,11]","B","125","98"
"27","-28","[4,5,1,2,3]","25","[1,2,3,4,5]","63","35","[5,7,11,1,3]","[1,3,5,7,11]","B_o002_r00545","5","[1,2,4,7,11]","B","125","98"
"27","-32","[5,4,1,2,3]","25","[1,2,3,4,5]","67","35","[5,7,11,3,1]","[1,3,5,7,11]","B_o002_r00546","5","[1,2,4,7,11]","B","125","98"
"27","-13","[3,4,1,5,2]","25","[1,2,3,4,5]","48","35","[5,11,1,3,7]","[1,3,5,7,11]","B_o002_r00547","5","[1,2,4,7,11]","B","125","98"
"27","-21","[3,5,1,4,2]","25","[1,2,3,4,5]","56","35","[5,11,1,7,3]","[1,3,5,7,11]","B_o002_r00548","5","[1,2,4,7,11]","B","125","98"
"27","-16","[4,3,1,5,2]","25","[1,2,3,4,5]","51","35","[5,11,3,1,7]","[1,3,5,7,11]","B_o002_r00549","5","[1,2,4,7,11]","B","125","98"
"27","-28","[5,3,1,4,2]","25","[1,2,3,4,5]","63","35","[5,11,3,7,1]","[1,3,5,7,11]","B_o002_r00550","5","[1,2,4,7,11]","B","125","98"
"27","","[4,5,1,3,2]","25","[1,2,3,4,5]","","","[5,11,7,1,3]","[1,3,5,7,11]","B_o002_r00551","5","[1,2,4,7,11]","B","125","98"
"27","","[5,4,1,3,2]","25","[1,2,3,4,5]","","","[5,11,7,3,1]","[1,3,5,7,11]","B_o002_r00552","5","[1,2,4,7,11]","B","125","98"
"27","-4","[2,3,4,1,5]","25","[1,2,3,4,5]","33","29","[7,1,3,5,11]","[1,3,5,7,11]","B_o002_r00553","5","[1,2,4,7,11]","B","125","98"
"27","-12","[2,3,5,1,4]","25","[1,2,3,4,5]","41","29","[7,1,3,11,5]","[1,3,5,7,11]","B_o002_r00554","5","[1,2,4,7,11]","B","125","98"
"27","-7","[2,4,3,1,5]","25","[1,2,3,4,5]","36","29","[7,1,5,3,11]","[1,3,5,7,11]","B_o002_r00555","5","[1,2,4,7,11]","B","125","98"
"27","-19","[2,5,3,1,4]","25","[1,2,3,4,5]","48","29","[7,1,5,11,3]","[1,3,5,7,11]","B_o002_r00556","5","[1,2,4,7,11]","B","125","98"
"27","-17","[2,4,5,1,3]","25","[1,2,3,4,5]","50","33","[7,1,11,3,5]","[1,3,5,7,11]","B_o002_r00557","5","[1,2,4,7,11]","B","125","98"
"27","-21","[2,5,4,1,3]","25","[1,2,3,4,5]","54","33","[7,1,11,5,3]","[1,3,5,7,11]","B_o002_r00558","5","[1,2,4,7,11]","B","125","98"
"27","-6","[3,2,4,1,5]","25","[1,2,3,4,5]","35","29","[7,3,1,5,11]","[1,3,5,7,11]","B_o002_r00559","5","[1,2,4,7,11]","B","125","98"
"27","-14","[3,2,5,1,4]","25","[1,2,3,4,5]","43","29","[7,3,1,11,5]","[1,3,5,7,11]","B_o002_r00560","5","[1,2,4,7,11]","B","125","98"
"27","-12","[4,2,3,1,5]","25","[1,2,3,4,5]","41","29","[7,3,5,1,11]","[1,3,5,7,11]","B_o002_r00561","5","[1,2,4,7,11]","B","125","98"
"27","-28","[5,2,3,1,4]","25","[1,2,3,4,5]","57","29","[7,3,5,11,1]","[1,3,5,7,11]","B_o002_r00562","5","[1,2,4,7,11]","B","125","98"
"27","","[4,2,5,1,3]","25","[1,2,3,4,5]","","","[7,3,11,1,5]","[1,3,5,7,11]","B_o002_r00563","5","[1,2,4,7,11]","B","125","98"
"27","","[5,2,4,1,3]","25","[1,2,3,4,5]","","","[7,3,11,5,1]","[1,3,5,7,11]","B_o002_r00564","5","[1,2,4,7,11]","B","125","98"
"27","-9","[3,4,2,1,5]","25","[1,2,3,4,5]","40","31","[7,5,1,3,11]","[1,3,5,7,11]","B_o002_r00565","5","[1,2,4,7,11]","B","125","98"
"27","-21","[3,5,2,1,4]","25","[1,2,3,4,5]","52","31","[7,5,1,11,3]","[1,3,5,7,11]","B_o002_r00566","5","[1,2,4,7,11]","B","125","98"
"27","-12","[4,3,2,1,5]","25","[1,2,3,4,5]","43","31","[7,5,3,1,11]","[1,3,5,7,11]","B_o002_r00567","5","[1,2,4,7,11]","B","125","98"
"27","-28","[5,3,2,1,4]","25","[1,2,3,4,5]","59","31","[7,5,3,11,1]","[1,3,5,7,11]","B_o002_r00568","5","[1,2,4,7,11]","B","125","98"
"27","","[4,5,2,1,3]","25","[1,2,3,4,5]","","","[7,5,11,1,3]","[1,3,5,7,11]","B_o002_r00569","5","[1,2,4,7,11]","B","125","98"
"27","","[5,4,2,1,3]","25","[1,2,3,4,5]","","","[7,5,11,3,1]","[1,3,5,7,11]","B_o002_r00570","5","[1,2,4,7,11]","B","125","98"
"27","-21","[3,4,5,1,2]","25","[1,2,3,4,5]","58","37","[7,11,1,3,5]","[1,3,5,7,11]","B_o002_r00571","5","[1,2,4,7,11]","B","125","98"
"27","-25","[3,5,4,1,2]","25","[1,2,3,4,5]","62","37","[7,11,1,5,3]","[1,3,5,7,11]","B_o002_r00572","5","[1,2,4,7,11]","B","125","98"
"27","-24","[4,3,5,1,2]","25","[1,2,3,4,5]","61","37","[7,11,3,1,5]","[1,3,5,7,11]","B_o002_r00573","5","[1,2,4,7,11]","B","125","98"
"27","-32","[5,3,4,1,2]","25","[1,2,3,4,5]","69","37","[7,11,3,5,1]","[1,3,5,7,11]","B_o002_r00574","5","[1,2,4,7,11]","B","125","98"
"27","","[4,5,3,1,2]","25","[1,2,3,4,5]","","","[7,11,5,1,3]","[1,3,5,7,11]","B_o002_r00575","5","[1,2,4,7,11]","B","125","98"
"27","","[5,4,3,1,2]","25","[1,2,3,4,5]","","","[7,11,5,3,1]","[1,3,5,7,11]","B_o002_r00576","5","[1,2,4,7,11]","B","125","98"
"27","-10","[2,3,4,5,1]","25","[1,2,3,4,5]","43","33","[11,1,3,5,7]","[1,3,5,7,11]","B_o002_r00577","5","[1,2,4,7,11]","B","125","98"
"27","-14","[2,3,5,4,1]","25","[1,2,3,4,5]","47","33","[11,1,3,7,5]","[1,3,5,7,11]","B_o002_r00578","5","[1,2,4,7,11]","B","125","98"
"27","-13","[2,4,3,5,1]","25","[1,2,3,4,5]","46","33","[11,1,5,3,7]","[1,3,5,7,11]","B_o002_r00579","5","[1,2,4,7,11]","B","125","98"
"27","-21","[2,5,3,4,1]","25","[1,2,3,4,5]","54","33","[11,1,5,7,3]","[1,3,5,7,11]","B_o002_r00580","5","[1,2,4,7,11]","B","125","98"
"27","","[2,4,5,3,1]","25","[1,2,3,4,5]","","","[11,1,7,3,5]","[1,3,5,7,11]","B_o002_r00581","5","[1,2,4,7,11]","B","125","98"
"27","","[2,5,4,3,1]","25","[1,2,3,4,5]","","","[11,1,7,5,3]","[1,3,5,7,11]","B_o002_r00582","5","[1,2,4,7,11]","B","125","98"
"27","-12","[3,2,4,5,1]","25","[1,2,3,4,5]","45","33","[11,3,1,5,7]","[1,3,5,7,11]","B_o002_r00583","5","[1,2,4,7,11]","B","125","98"
"27","-16","[3,2,5,4,1]","25","[1,2,3,4,5]","49","33","[11,3,1,7,5]","[1,3,5,7,11]","B_o002_r00584","5","[1,2,4,7,11]","B","125","98"
"27","-18","[4,2,3,5,1]","25","[1,2,3,4,5]","51","33","[11,3,5,1,7]","[1,3,5,7,11]","B_o002_r00585","5","[1,2,4,7,11]","B","125","98"
"27","-30","[5,2,3,4,1]","25","[1,2,3,4,5]","63","33","[11,3,5,7,1]","[1,3,5,7,11]","B_o002_r00586","5","[1,2,4,7,11]","B","125","98"
"27","","[4,2,5,3,1]","25","[1,2,3,4,5]","","","[11,3,7,1,5]","[1,3,5,7,11]","B_o002_r00587","5","[1,2,4,7,11]","B","125","98"
"27","","[5,2,4,3,1]","25","[1,2,3,4,5]","","","[11,3,7,5,1]","[1,3,5,7,11]","B_o002_r00588","5","[1,2,4,7,11]","B","125","98"
"27","-15","[3,4,2,5,1]","25","[1,2,3,4,5]","50","35","[11,5,1,3,7]","[1,3,5,7,11]","B_o002_r00589","5","[1,2,4,7,11]","B","125","98"
"27","-23","[3,5,2,4,1]","25","[1,2,3,4,5]","58","35","[11,5,1,7,3]","[1,3,5,7,11]","B_o002_r00590","5","[1,2,4,7,11]","B","125","98"
"27","-18","[4,3,2,5,1]","25","[1,2,3,4,5]","53","35","[11,5,3,1,7]","[1,3,5,7,11]","B_o002_r00591","5","[1,2,4,7,11]","B","125","98"
"27","-30","[5,3,2,4,1]","25","[1,2,3,4,5]","65","35","[11,5,3,7,1]","[1,3,5,7,11]","B_o002_r00592","5","[1,2,4,7,11]","B","125","98"
"27","","[4,5,2,3,1]","25","[1,2,3,4,5]","","","[11,5,7,1,3]","[1,3,5,7,11]","B_o002_r00593","5","[1,2,4,7,11]","B","125","98"
"27","","[5,4,2,3,1]","25","[1,2,3,4,5]","","","[11,5,7,3,1]","[1,3,5,7,11]","B_o002_r00594","5","[1,2,4,7,11]","B","125","98"
"27","","[3,4,5,2,1]","25","[1,2,3,4,5]","","","[11,7,1,3,5]","[1,3,5,7,11]","B_o002_r00595","5","[1,2,4,7,11]","B","125","98"
"27","","[3,5,4,2,1]","25","[1,2,3,4,5]","","","[11,7,1,5,3]","[1,3,5,7,11]","B_o002_r00596","5","[1,2,4,7,11]","B","125","98"
"27","","[4,3,5,2,1]","25","[1,2,3,4,5]","","","[11,7,3,1,5]","[1,3,5,7,11]","B_o002_r00597","5","[1,2,4,7,11]","B","125","98"
"27","","[5,3,4,2,1]","25","[1,2,3,4,5]","","","[11,7,3,5,1]","[1,3,5,7,11]","B_o002_r00598","5","[1,2,4,7,11]","B","125","98"
"27","","[4,5,3,2,1]","25","[1,2,3,4,5]","","","[11,7,5,1,3]","[1,3,5,7,11]","B_o002_r00599","5","[1,2,4,7,11]","B","125","98"
"27","","[5,4,3,2,1]","25","[1,2,3,4,5]","","","[11,7,5,3,1]","[1,3,5,7,11]","B_o002_r00600","5","[1,2,4,7,11]","B","125","98"
"29","0","[1,2,3,4,5]","25","[1,2,3,4,5]","21","21","[1,3,5,7,13]","[1,3,5,7,13]","B_o003_r00601","5","[1,2,4,7,11]","B","125","96"
"29","-4","[1,2,3,5,4]","25","[1,2,3,4,5]","25","21","[1,3,5,13,7]","[1,3,5,7,13]","B_o003_r00602","5","[1,2,4,7,11]","B","125","96"
"29","-3","[1,2,4,3,5]","25","[1,2,3,4,5]","24","21","[1,3,7,5,13]","[1,3,5,7,13]","B_o003_r00603","5","[1,2,4,7,11]","B","125","96"
"29","-11","[1,2,5,3,4]","25","[1,2,3,4,5]","32","21","[1,3,7,13,5]","[1,3,5,7,13]","B_o003_r00604","5","[1,2,4,7,11]","B","125","96"
"29","-4","[1,2,4,5,3]","25","[1,2,3,4,5]","31","27","[1,3,13,5,7]","[1,3,5,7,13]","B_o003_r00605","5","[1,2,4,7,11]","B","125","96"
"29","-8","[1,2,5,4,3]","25","[1,2,3,4,5]","35","27","[1,3,13,7,5]","[1,3,5,7,13]","B_o003_r00606","5","[1,2,4,7,11]","B","125","96"
"29","","[1,3,2,4,5]","25","[1,2,3,4,5]","","","[1,5,3,7,13]","[1,3,5,7,13]","B_o003_r00607","5","[1,2,4,7,11]","B","125","96"
"29","","[1,3,2,5,4]","25","[1,2,3,4,5]","","","[1,5,3,13,7]","[1,3,5,7,13]","B_o003_r00608","5","[1,2,4,7,11]","B","125","96"
"29","-6","[1,4,2,3,5]","25","[1,2,3,4,5]","29","23","[1,5,7,3,13]","[1,3,5,7,13]","B_o003_r00609","5","[1,2,4,7,11]","B","125","96"
"29","-18","[1,5,2,3,4]","25","[1,2,3,4,5]","41","23","[1,5,7,13,3]","[1,3,5,7,13]","B_o003_r00610","5","[1,2,4,7,11]","B","125","96"
"29","-7","[1,4,2,5,3]","25","[1,2,3,4,5]","36","29","[1,5,13,3,7]","[1,3,5,7,13]","B_o003_r00611","5","[1,2,4,7,11]","B","125","96"
"29","-15","[1,5,2,4,3]","25","[1,2,3,4,5]","44","29","[1,5,13,7,3]","[1,3,5,7,13]","B_o003_r00612","5","[1,2,4,7,11]","B","125","96"
"29","-3","[1,3,4,2,5]","25","[1,2,3,4,5]","28","25","[1,7,3,5,13]","[1,3,5,7,13]","B_o003_r00613","5","[1,2,4,7,11]","B","125","96"
"29","-11","[1,3,5,2,4]","25","[1,2,3,4,5]","36","25","[1,7,3,13,5]","[1,3,5,7,13]","B_o003_r00614","5","[1,2,4,7,11]","B","125","96"
"29","-6","[1,4,3,2,5]","25","[1,2,3,4,5]","31","25","[1,7,5,3,13]","[1,3,5,7,13]","B_o003_r00615","5","[1,2,4,7,11]","B","125","96"
"29","-18","[1,5,3,2,4]","25","[1,2,3,4,5]","43","25","[1,7,5,13,3]","[1,3,5,7,13]","B_o003_r00616","5","[1,2,4,7,11]","B","125","96"
"29","-14","[1,4,5,2,3]","25","[1,2,3,4,5]","45","31","[1,7,13,3,5]","[1,3,5,7,13]","B_o003_r00617","5","[1,2,4,7,11]","B","125","96"
"29","-18","[1,5,4,2,3]","25","[1,2,3,4,5]","49","31","[1,7,13,5,3]","[1,3,5,7,13]","B_o003_r00618","5","[1,2,4,7,11]","B","125","96"
"29","-6","[1,3,4,5,2]","25","[1,2,3,4,5]","37","31","[1,13,3,5,7]","[1,3,5,7,13]","B_o003_r00619","5","[1,2,4,7,11]","B","125","96"
"29","-10","[1,3,5,4,2]","25","[1,2,3,4,5]","41","31","[1,13,3,7,5]","[1,3,5,7,13]","B_o003_r00620","5","[1,2,4,7,11]","B","125","96"
"29","-9","[1,4,3,5,2]","25","[1,2,3,4,5]","40","31","[1,13,5,3,7]","[1,3,5,7,13]","B_o003_r00621","5","[1,2,4,7,11]","B","125","96"
"29","-17","[1,5,3,4,2]","25","[1,2,3,4,5]","48","31","[1,13,5,7,3]","[1,3,5,7,13]","B_o003_r00622","5","[1,2,4,7,11]","B","125","96"
"29","-16","[1,4,5,3,2]","25","[1,2,3,4,5]","47","31","[1,13,7,3,5]","[1,3,5,7,13]","B_o003_r00623","5","[1,2,4,7,11]","B","125","96"
"29","-20","[1,5,4,3,2]","25","[1,2,3,4,5]","51","31","[1,13,7,5,3]","[1,3,5,7,13]","B_o003_r00624","5","[1,2,4,7,11]","B","125","96"
"29","1","[2,1,3,4,5]","25","[1,2,3,4,5]","22","23","[3,1,5,7,13]","[1,3,5,7,13]","B_o003_r00625","5","[1,2,4,7,11]","B","125","96"
"29","-3","[2,1,3,5,4]","25","[1,2,3,4,5]","26","23","[3,1,5,13,7]","[1,3,5,7,13]","B_o003_r00626","5","[1,2,4,7,11]","B","125","96"
"29","-2","[2,1,4,3,5]","25","[1,2,3,4,5]","25","23","[3,1,7,5,13]","[1,3,5,7,13]","B_o003_r00627","5","[1,2,4,7,11]","B","125","96"
"29","-10","[2,1,5,3,4]","25","[1,2,3,4,5]","33","23","[3,1,7,13,5]","[1,3,5,7,13]","B_o003_r00628","5","[1,2,4,7,11]","B","125","96"
"29","-3","[2,1,4,5,3]","25","[1,2,3,4,5]","32","29","[3,1,13,5,7]","[1,3,5,7,13]","B_o003_r00629","5","[1,2,4,7,11]","B","125","96"
"29","-7","[2,1,5,4,3]","25","[1,2,3,4,5]","36","29","[3,1,13,7,5]","[1,3,5,7,13]","B_o003_r00630","5","[1,2,4,7,11]","B","125","96"
"29","","[3,1,2,4,5]","25","[1,2,3,4,5]","","","[3,5,1,7,13]","[1,3,5,7,13]","B_o003_r00631","5","[1,2,4,7,11]","B","125","96"
"29","","[3,1,2,5,4]","25","[1,2,3,4,5]","","","[3,5,1,13,7]","[1,3,5,7,13]","B_o003_r00632","5","[1,2,4,7,11]","B","125","96"
"29","-10","[4,1,2,3,5]","25","[1,2,3,4,5]","35","25","[3,5,7,1,13]","[1,3,5,7,13]","B_o003_r00633","5","[1,2,4,7,11]","B","125","96"
"29","-26","[5,1,2,3,4]","25","[1,2,3,4,5]","51","25","[3,5,7,13,1]","[1,3,5,7,13]","B_o003_r00634","5","[1,2,4,7,11]","B","125","96"
"29","-11","[4,1,2,5,3]","25","[1,2,3,4,5]","42","31","[3,5,13,1,7]","[1,3,5,7,13]","B_o003_r00635","5","[1,2,4,7,11]","B","125","96"
"29","-23","[5,1,2,4,3]","25","[1,2,3,4,5]","54","31","[3,5,13,7,1]","[1,3,5,7,13]","B_o003_r00636","5","[1,2,4,7,11]","B","125","96"
"29","-4","[3,1,4,2,5]","25","[1,2,3,4,5]","31","27","[3,7,1,5,13]","[1,3,5,7,13]","B_o003_r00637","5","[1,2,4,7,11]","B","125","96"
"29","-12","[3,1,5,2,4]","25","[1,2,3,4,5]","39","27","[3,7,1,13,5]","[1,3,5,7,13]","B_o003_r00638","5","[1,2,4,7,11]","B","125","96"
"29","-10","[4,1,3,2,5]","25","[1,2,3,4,5]","37","27","[3,7,5,1,13]","[1,3,5,7,13]","B_o003_r00639","5","[1,2,4,7,11]","B","125","96"
"29","-26","[5,1,3,2,4]","25","[1,2,3,4,5]","53","27","[3,7,5,13,1]","[1,3,5,7,13]","B_o003_r00640","5","[1,2,4,7,11]","B","125","96"
"29","-18","[4,1,5,2,3]","25","[1,2,3,4,5]","51","33","[3,7,13,1,5]","[1,3,5,7,13]","B_o003_r00641","5","[1,2,4,7,11]","B","125","96"
"29","-26","[5,1,4,2,3]","25","[1,2,3,4,5]","59","33","[3,7,13,5,1]","[1,3,5,7,13]","B_o003_r00642","5","[1,2,4,7,11]","B","125","96"
"29","-7","[3,1,4,5,2]","25","[1,2,3,4,5]","40","33","[3,13,1,5,7]","[1,3,5,7,13]","B_o003_r00643","5","[1,2,4,7,11]","B","125","96"
"29","-11","[3,1,5,4,2]","25","[1,2,3,4,5]","44","33","[3,13,1,7,5]","[1,3,5,7,13]","B_o003_r00644","5","[1,2,4,7,11]","B","125","96"
"29","-13","[4,1,3,5,2]","25","[1,2,3,4,5]","46","33","[3,13,5,1,7]","[1,3,5,7,13]","B_o003_r00645","5","[1,2,4,7,11]","B","125","96"
"29","-25","[5,1,3,4,2]","25","[1,2,3,4,5]","58","33","[3,13,5,7,1]","[1,3,5,7,13]","B_o003_r00646","5","[1,2,4,7,11]","B","125","96"
"29","-20","[4,1,5,3,2]","25","[1,2,3,4,5]","53","33","[3,13,7,1,5]","[1,3,5,7,13]","B_o003_r00647","5","[1,2,4,7,11]","B","125","96"
"29","-28","[5,1,4,3,2]","25","[1,2,3,4,5]","61","33","[3,13,7,5,1]","[1,3,5,7,13]","B_o003_r00648","5","[1,2,4,7,11]","B","125","96"
"29","0","[2,3,1,4,5]","25","[1,2,3,4,5]","25","25","[5,1,3,7,13]","[1,3,5,7,13]","B_o003_r00649","5","[1,2,4,7,11]","B","125","96"
"29","-4","[2,3,1,5,4]","25","[1,2,3,4,5]","29","25","[5,1,3,13,7]","[1,3,5,7,13]","B_o003_r00650","5","[1,2,4,7,11]","B","125","96"
"29","-6","[2,4,1,3,5]","25","[1,2,3,4,5]","31","25","[5,1,7,3,13]","[1,3,5,7,13]","B_o003_r00651","5","[1,2,4,7,11]","B","125","96"
"29","-18","[2,5,1,3,4]","25","[1,2,3,4,5]","43","25","[5,1,7,13,3]","[1,3,5,7,13]","B_o003_r00652","5","[1,2,4,7,11]","B","125","96"
"29","-7","[2,4,1,5,3]","25","[1,2,3,4,5]","38","31","[5,1,13,3,7]","[1,3,5,7,13]","B_o003_r00653","5","[1,2,4,7,11]","B","125","96"
"29","-15","[2,5,1,4,3]","25","[1,2,3,4,5]","46","31","[5,1,13,7,3]","[1,3,5,7,13]","B_o003_r00654","5","[1,2,4,7,11]","B","125","96"
"29","","[3,2,1,4,5]","25","[1,2,3,4,5]","","","[5,3,1,7,13]","[1,3,5,7,13]","B_o003_r00655","5","[1,2,4,7,11]","B","125","96"
"29","","[3,2,1,5,4]","25","[1,2,3,4,5]","","","[5,3,1,13,7]","[1,3,5,7,13]","B_o003_r00656","5","[1,2,4,7,11]","B","125","96"
"29","","[4,2,1,3,5]","25","[1,2,3,4,5]","","","[5,3,7,1,13]","[1,3,5,7,13]","B_o003_r00657","5","[1,2,4,7,11]","B","125","96"
"29","","[5,2,1,3,4]","25","[1,2,3,4,5]","","","[5,3,7,13,1]","[1,3,5,7,13]","B_o003_r00658","5","[1,2,4,7,11]","B","125","96"
"29","","[4,2,1,5,3]","25","[1,2,3,4,5]","","","[5,3,13,1,7]","[1,3,5,7,13]","B_o003_r00659","5","[1,2,4,7,11]","B","125","96"
"29","","[5,2,1,4,3]","25","[1,2,3,4,5]","","","[5,3,13,7,1]","[1,3,5,7,13]","B_o003_r00660","5","[1,2,4,7,11]","B","125","96"
"29","-8","[3,4,1,2,5]","25","[1,2,3,4,5]","37","29","[5,7,1,3,13]","[1,3,5,7,13]","B_o003_r00661","5","[1,2,4,7,11]","B","125","96"
"29","-20","[3,5,1,2,4]","25","[1,2,3,4,5]","49","29","[5,7,1,13,3]","[1,3,5,7,13]","B_o003_r00662","5","[1,2,4,7,11]","B","125","96"
"29","-11","[4,3,1,2,5]","25","[1,2,3,4,5]","40","29","[5,7,3,1,13]","[1,3,5,7,13]","B_o003_r00663","5","[1,2,4,7,11]","B","125","96"
"29","-27","[5,3,1,2,4]","25","[1,2,3,4,5]","56","29","[5,7,3,13,1]","[1,3,5,7,13]","B_o003_r00664","5","[1,2,4,7,11]","B","125","96"
"29","-26","[4,5,1,2,3]","25","[1,2,3,4,5]","61","35","[5,7,13,1,3]","[1,3,5,7,13]","B_o003_r00665","5","[1,2,4,7,11]","B","125","96"
"29","-30","[5,4,1,2,3]","25","[1,2,3,4,5]","65","35","[5,7,13,3,1]","[1,3,5,7,13]","B_o003_r00666","5","[1,2,4,7,11]","B","125","96"
"29","-11","[3,4,1,5,2]","25","[1,2,3,4,5]","46","35","[5,13,1,3,7]","[1,3,5,7,13]","B_o003_r00667","5","[1,2,4,7,11]","B","125","96"
"29","-19","[3,5,1,4,2]","25","[1,2,3,4,5]","54","35","[5,13,1,7,3]","[1,3,5,7,13]","B_o003_r00668","5","[1,2,4,7,11]","B","125","96"
"29","-14","[4,3,1,5,2]","25","[1,2,3,4,5]","49","35","[5,13,3,1,7]","[1,3,5,7,13]","B_o003_r00669","5","[1,2,4,7,11]","B","125","96"
"29","-26","[5,3,1,4,2]","25","[1,2,3,4,5]","61","35","[5,13,3,7,1]","[1,3,5,7,13]","B_o003_r00670","5","[1,2,4,7,11]","B","125","96"
"29","-28","[4,5,1,3,2]","25","[1,2,3,4,5]","63","35","[5,13,7,1,3]","[1,3,5,7,13]","B_o003_r00671","5","[1,2,4,7,11]","B","125","96"
